final_error,settling_step,settling_time,overshoot,oscillations,singularity_detected,joint_limit_violation,max_steps_reached,unstable,cost,stopped_reason,Kp
0.01910782456070273,42,2.1,0.0,0,False,False,False,False,2.4821564912140546,goal_reached,1.8307382802953698
0.019433613201414866,38,1.9000000000000001,0.0,0,False,False,False,False,2.2886722640282975,goal_reached,2.0092330025650478
0.018548334041254347,35,1.75,0.0,0,False,False,False,False,2.120966680825087,goal_reached,2.2051307399030455
0.018448146193386115,32,1.6,0.0,0,False,False,False,False,1.9689629238677224,goal_reached,2.4201282647943834
0.01922965212988268,29,1.4500000000000002,0.0,0,False,False,False,False,1.8345930425976538,goal_reached,2.656087782946687
0.018076330774990098,27,1.35,0.0,0,False,False,False,False,1.7115266154998021,goal_reached,2.9150530628251787
0.017668322357289854,25,1.25,0.0,0,False,False,False,False,1.6033664471457971,goal_reached,3.1992671377973845
0.01795781480051454,23,1.1500000000000001,0.0,0,False,False,False,False,1.5091562960102909,goal_reached,3.5111917342151346
0.019241903928213094,21,1.05,0.0,0,False,False,False,False,1.4348380785642618,goal_reached,3.8535285937105312
0.017234870227978476,20,1.0,0.0,0,False,False,False,False,1.3446974045595694,goal_reached,4.229242874389499
0.0158663322643567,19,0.9500000000000001,0.0,0,False,False,False,False,1.2673266452871341,goal_reached,4.641588833612782
0.019900559430218276,17,0.8500000000000001,0.0,0,False,False,False,False,1.2480111886043657,goal_reached,5.09413801481638
0.01453257017224496,17,0.8500000000000001,0.0,0,False,False,False,False,1.1406514034448993,goal_reached,5.590810182512229
0.014778894796523489,16,0.8,0.0,0,False,False,False,False,1.0955778959304698,goal_reached,6.135907273413176
0.015609261928606474,15,0.75,0.0,0,False,False,False,False,1.0621852385721295,goal_reached,6.7341506577508286
0.01774831362058123,14,0.7000000000000001,0.0,0,False,False,False,False,1.0549662724116247,goal_reached,7.390722033525782
0.013183800607581871,14,0.7000000000000001,0.0,0,False,False,False,False,0.9636760121516375,goal_reached,8.111308307896872
0.016791546933881973,13,0.65,0.0,0,False,False,False,False,0.9858309386776395,goal_reached,8.902150854450392
0.012064238795429323,13,0.65,0.0,0,False,False,False,False,0.8912847759085865,goal_reached,9.770099572992256
0.01750846871956124,12,0.6000000000000001,0.0,0,False,False,False,False,0.950169374391225,goal_reached,10.722672220103243
0.013232255032584362,12,0.6000000000000001,0.0,0,False,False,False,False,0.8646451006516873,goal_reached,11.768119524349991
0.009751198221900398,12,0.6000000000000001,0.0,0,False,False,False,False,0.795023964438008,goal_reached,12.91549665014884
0.006540916549912357,12,0.6000000000000001,0.0,0,False,False,False,False,0.7308183309982472,goal_reached,14.174741629268063
0.017011064409782246,11,0.55,0.0,0,False,False,False,False,0.8902212881956449,goal_reached,15.556761439304722
0.010878817789640952,11,0.55,0.0,0,False,False,False,False,0.767576355792819,goal_reached,17.07352647470692
0.004141394168658181,11,0.55,0.0,0,False,False,False,False,0.6328278833731636,goal_reached,18.73817422860385
0.0033039351517560184,11,0.55,0.0032904829941486913,0,False,False,False,False,0.6489835329766074,goal_reached,20.565123083486537
0.01145322621525493,11,0.55,0.011450335767389852,0,False,False,False,False,0.8935678819789972,goal_reached,22.570197196339215
0.004780060895185554,12,0.6000000000000001,0.020428291134710896,0,False,False,False,False,0.8998841292508202,goal_reached,24.770763559917114
0.007882636033988335,12,0.6000000000000001,0.022310308257773137,0,False,False,False,False,0.9807558032574981,goal_reached,27.185882427329428
0.010812139263923957,12,0.6000000000000001,0.022310308257773137,0,False,False,False,False,1.0393458678562106,goal_reached,29.836472402833405
0.014024321939736909,12,0.6000000000000001,0.022310308257773137,0,False,False,False,False,1.1035895213724696,goal_reached,32.745491628777316
0.017546137051803124,12,0.6000000000000001,0.022310308257773137,0,False,False,False,False,1.174025823613794,goal_reached,35.938136638046295
0.01991201029848455,15,0.75,0.022310308257773137,0,False,False,False,False,1.3713432885474224,goal_reached,39.4420605943766
0.05345766030333718,1000,50.0,0.05532416477171753,973,False,False,True,False,446.22239485378395,max_steps_reached,43.287612810830616
0.04569524882408548,1000,50.0,0.059341496755339396,972,False,False,True,False,445.9073199440351,max_steps_reached,47.50810162102798
0.050739437103196346,1000,50.0,0.06293582053415836,973,False,False,True,False,446.2441469474055,max_steps_reached,52.140082879996896
0.05568404640914372,1000,50.0,0.06644145304847271,973,False,False,True,False,446.37809545866764,max_steps_reached,57.223676593502205
0.043371877093133046,1000,50.0,0.06914912672488516,974,False,False,True,False,446.3589288091115,max_steps_reached,62.802914418342596
0.03197697064978397,1000,50.0,0.07198101295862491,974,False,False,True,False,446.15934954258194,max_steps_reached,68.92612104349702
0.06075332349477861,1000,50.0,0.07456362180497589,975,False,False,True,False,446.96070268794534,max_steps_reached,75.64633275546291
0.027580335114653253,1000,50.0,0.07670132753651449,976,False,False,True,False,446.5186199776582,max_steps_reached,83.02175681319753
0.019626025742417254,56,2.8000000000000003,0.07895876514135103,44,False,False,False,False,12.782108166261857,goal_reached,91.11627561154896
0.01735569334703178,52,2.6,0.08125768062337091,40,False,False,False,False,11.759690673174344,goal_reached,100.0
